Version,Set,Item1,Item2,Item3,Item4,Item5
111,15,20,17,37,6,15
111,16,9,4,26,21,1
111,17,35,16,31,28,14
111,18,10,39,38,22,3
112,1,40,13,34,20,24
112,2,32,4,27,35,22
112,3,16,3,7,15,37
112,4,28,17,38,31,23
112,5,11,8,33,30,6
112,6,21,25,29,39,18
112,7,12,2,9,10,36
112,8,1,34,26,19,13
112,9,38,5,24,35,3
112,10,22,7,18,33,20
112,11,14,28,30,36,21
112,12,26,37,10,40,39
112,13,6,29,1,16,23
112,14,11,12,14,32,17
112,15,19,26,3,25,20
112,16,8,15,2,27,38
112,17,4,5,31,9,30
112,18,25,7,13,21,12
113,1,2,27,40,5,25
113,2,20,9,37,39,28
113,3,12,18,15,6,38
113,4,30,19,3,29,10
113,5,35,16,5,36,33
113,6,34,32,25,37,23
113,7,18,1,24,14,8
113,8,31,6,22,26,11
113,9,13,10,17,4,7
113,10,3,12,28,40,32
113,11,23,22,8,2,35
113,12,39,34,16,17,21
113,13,1,30,20,13,29
113,14,15,31,7,11,9
113,15,24,14,33,26,27
113,16,36,38,19,4,34
113,17,37,11,13,18,35
113,18,27,21,20,10,22
114,1,24,16,11,38,19
114,2,26,36,13,8,15
114,3,14,3,6,23,31
114,4,10,12,34,27,17
114,5,9,38,22,25,18
114,6,5,37,1,21,2
114,7,4,15,39,32,30
114,8,6,24,35,7,40
114,9,33,23,25,10,13
114,10,3,8,12,16,26
114,11,2,20,11,28,4
114,12,17,33,18,30,34
114,13,32,37,10,1,27
114,14,29,40,36,22,14
114,15,9,5,34,15,6
114,16,4,39,23,18,19
114,17,20,35,7,28,1
114,18,31,21,32,24,29
115,1,7,6,4,12,27
115,2,37,23,21,40,26
115,3,35,33,9,3,17
115,4,36,10,31,8,32
115,5,18,29,28,12,24
115,6,16,30,5,22,26
115,7,11,19,20,38,25
115,8,34,14,15,3,1
115,9,13,2,32,6,39
115,10,23,36,17,7,18
115,11,8,34,24,30,10
115,12,5,39,27,11,29
115,13,19,35,15,40,21
115,14,22,1,38,28,13
115,15,33,31,16,20,2
115,16,25,4,37,9,14
115,17,40,27,8,17,3
115,18,39,24,36,1,6
116,1,28,32,24,16,9
116,2,21,34,25,31,12
116,3,36,18,40,3,4
116,4,14,20,23,5,10
116,5,38,2,26,35,30
116,6,7,1,19,8,16
116,7,15,22,32,33,11
116,8,17,13,29,6,37
116,9,3,21,39,24,5
116,10,27,26,12,36,20
116,11,10,7,38,14,33
116,12,37,11,35,34,8
116,13,22,17,2,19,31
116,14,1,25,4,29,15
116,15,27,28,6,30,23
116,16,39,13,18,9,40
116,17,34,22,3,37,7
116,18,25,20,8,32,6
117,1,33,12,13,23,24
117,2,30,11,14,18,32
117,3,31,39,27,37,16
117,4,10,40,2,1,28
117,5,20,36,34,15,5
117,6,4,24,11,26,17
117,7,9,19,29,33,8
117,8,30,3,31,7,13
117,9,17,16,21,22,25
117,10,6,14,40,38,34
117,11,18,27,1,2,12
117,12,35,10,26,23,4
117,13,19,38,32,5,37
117,14,8,25,39,28,30
117,15,21,7,36,2,9
117,16,32,6,35,29,3
117,17,12,8,22,4,20
117,18,11,15,28,33,36
118,1,5,18,16,10,15
118,2,17,32,8,14,21
118,3,37,33,30,20,40
118,4,11,26,9,6,7
118,5,24,23,3,25,2
118,6,28,5,4,31,38
118,7,14,12,33,39,35
118,8,2,29,6,27,34
118,9,13,17,19,11,1
118,10,23,15,38,12,21
118,11,39,9,10,34,36
118,12,8,37,6,24,22
118,13,12,4,30,16,40
118,14,1,31,25,35,36
118,15,32,5,7,23,39
118,16,26,28,3,29,22
118,17,40,20,18,21,11
118,18,16,19,27,13,14
119,1,13,37,5,12,11
119,2,26,24,19,15,25
119,3,6,7,33,40,4
119,4,21,22,18,27,35
119,5,38,29,20,17,16
119,6,10,11,23,31,9
119,7,30,14,2,36,32
119,8,12,3,37,19,28
119,9,34,8,39,1,7
119,10,40,9,22,32,25
119,11,3,21,17,5,33
119,12,29,39,23,4,16
119,13,18,35,34,20,38
119,14,28,27,14,25,6
119,15,22,30,1,10,24
119,16,15,36,40,8,31
119,17,23,13,2,9,26
119,18,20,17,6,30,39
120,1,7,25,5,22,12
120,2,9,16,35,13,8
120,3,27,28,15,18,17
120,4,2,4,24,14,20
120,5,33,1,31,38,6
120,6,32,30,23,34,19
120,7,26,21,10,37,29
120,8,5,40,11,3,39
120,9,19,20,1,9,27
120,10,35,24,37,2,15
120,11,29,31,17,7,14
120,12,16,22,36,19,33
120,13,20,26,21,13,30
120,14,32,10,12,40,28
120,15,25,2,16,39,34
120,16,4,6,8,18,3
120,17,38,36,11,27,23
120,18,31,34,13,24,5
121,1,5,8,30,35,29
121,2,24,18,7,10,19
121,3,1,16,3,32,37
121,4,36,17,25,11,4
121,5,13,23,15,22,14
121,6,31,26,34,39,28
121,7,38,33,21,27,8
121,8,6,2,9,3,10
121,9,17,35,20,23,40
121,10,24,31,4,37,27
121,11,15,12,39,11,1
121,12,25,18,33,26,30
121,13,7,19,28,21,2
121,14,36,32,29,38,13
121,15,35,6,22,16,31
121,16,9,37,14,5,18
121,17,29,40,12,19,34
121,18,15,7,26,20,16
122,1,33,34,22,39,20
122,2,19,4,5,6,13
122,3,14,26,35,12,36
122,4,40,10,16,24,38
122,5,3,29,30,15,9
122,6,27,33,7,32,11
122,7,8,28,39,18,23
122,8,34,1,17,4,5
122,9,19,14,31,10,20
122,10,2,25,38,29,37
122,11,40,27,26,30,1
122,12,16,32,18,23,3
122,13,10,11,8,21,14
122,14,24,9,37,36,17
122,15,28,5,33,2,22
122,16,30,38,31,7,12
122,17,13,15,32,35,25
122,18,23,6,36,1,21
123,1,31,4,32,26,15
123,2,6,13,40,28,36
123,3,33,30,23,37,24
123,4,4,34,29,21,11
123,5,39,19,10,17,35
123,6,4,20,2,8,18
123,7,12,38,9,6,26
123,8,37,14,1,16,7
123,9,11,30,27,5,22
123,10,18,10,13,25,29
123,11,2,21,24,17,32
123,12,12,16,29,8,33
123,13,22,23,3,34,9
123,14,15,5,28,33,10
123,15,39,27,14,38,3
123,16,25,11,19,35,7
123,17,12,40,15,1,2
123,18,21,3,36,31,20
124,1,21,37,20,15,6
124,2,5,36,7,29,2
124,3,9,33,32,24,19
124,4,8,31,11,23,27
124,5,26,39,25,14,40
124,6,35,28,4,13,3
124,7,17,38,1,22,18
124,8,37,30,12,34,10
124,9,7,24,27,16,15
124,10,13,2,40,31,33
124,11,29,23,5,14,1
124,12,10,22,26,36,32
124,13,28,9,17,25,8
124,14,16,18,6,30,11
124,15,35,39,38,4,21
124,16,20,3,34,26,7
124,17,31,12,18,19,5
124,18,38,13,10,3,8
125,1,11,1,35,37,31
125,2,32,27,19,39,30
125,3,16,15,17,10,4
125,4,2,11,28,26,12
125,5,36,35,34,29,33
125,6,22,6,9,31,39
125,7,37,38,40,7,23
125,8,1,25,5,20,24
125,9,30,14,3,28,35
125,10,6,8,19,2,17
125,11,27,4,37,22,13
125,12,18,36,24,33,26
125,13,20,32,29,11,38
125,14,21,40,16,12,5
125,15,34,3,27,9,25
125,16,8,7,15,1,10
125,17,23,29,28,19,31
125,18,14,21,13,9,18
126,1,23,17,33,26,37
126,2,25,39,24,36,6
126,3,22,19,14,4,15
126,4,3,1,21,30,31
126,5,9,17,5,35,27
126,6,7,18,38,32,28
126,7,20,23,12,2,16
126,8,40,13,11,24,34
126,9,10,33,14,5,6
126,10,26,31,25,8,37
126,11,17,32,36,1,4
126,12,15,29,30,38,9
126,13,18,10,35,34,2
126,14,19,8,21,40,24
126,15,39,12,7,13,22
126,16,36,16,11,3,14
126,17,5,2,26,6,38
126,18,29,20,27,28,40
127,1,9,5,40,20,7
127,2,14,37,2,19,39
127,3,12,15,18,25,23
127,4,24,22,29,40,17
127,5,5,35,8,38,32
127,6,4,30,9,7,36
127,7,27,26,20,10,13
127,8,33,3,39,15,1
127,9,38,24,34,14,12
127,10,30,7,31,21,17
127,11,23,4,10,11,6
127,12,1,9,37,18,28
127,13,29,39,31,16,26
127,14,32,34,15,12,35
127,15,11,25,8,22,33
127,16,3,2,13,17,30
127,17,36,40,6,27,19
127,18,34,28,16,33,21
128,1,14,9,32,40,11
128,2,24,8,36,35,28
128,3,13,34,19,5,16
128,4,2,30,23,38,15
128,5,6,33,20,31,32
128,6,17,25,12,39,10
128,7,22,21,37,18,29
128,8,7,27,4,3,24
128,9,19,11,35,9,1
128,10,28,6,26,15,5
128,11,30,20,39,8,13
128,12,34,38,4,25,21
128,13,40,10,22,31,35
128,14,27,29,33,2,18
128,15,1,26,23,17,14
128,16,37,12,16,36,9
128,17,3,15,22,20,19
128,18,8,14,2,34,7
129,1,33,7,17,13,37
129,2,10,28,25,30,36
129,3,15,9,21,23,39
129,4,11,22,38,2,3
129,5,16,32,1,4,8
129,6,26,31,5,34,27
129,7,35,18,14,24,20
129,8,19,13,29,6,12
129,9,25,23,40,16,2
129,10,32,10,7,3,39
129,11,28,37,11,15,34
129,12,38,36,19,21,26
129,13,5,24,30,18,22
129,14,4,12,9,33,20
129,15,35,1,6,27,29
129,16,31,17,14,21,40
129,17,39,8,28,37,4
129,18,18,15,13,34,36
130,1,20,38,10,25,1
130,2,24,26,3,32,23
130,3,27,16,28,14,22
130,4,21,5,36,12,8
130,5,6,34,18,32,17
130,6,40,39,33,37,38
130,7,29,7,13,11,25
130,8,2,31,15,9,16
130,9,34,23,36,22,20
130,10,3,35,37,33,6
130,11,1,11,21,12,24
130,12,30,14,4,40,15
130,13,8,29,22,7,26
130,14,37,19,25,18,31
130,15,13,5,32,28,17
130,16,36,27,10,39,2
130,17,9,26,24,16,38
130,18,4,19,35,23,30
131,1,21,6,22,7,32
131,2,26,1,28,19,33
131,3,16,18,10,30,11
131,4,17,25,3,5,27
131,5,15,24,39,29,35
131,6,31,13,38,4,14
131,7,22,32,1,2,12
131,8,30,40,9,8,34
131,9,16,17,20,36,37
131,10,21,28,23,13,24
131,11,18,39,7,11,19
131,12,40,2,26,35,4
131,13,12,3,8,27,15
131,14,23,33,6,14,25
131,15,29,37,4,10,5
131,16,28,20,34,1,38
131,17,35,36,12,31,3
131,18,10,14,9,29,21
132,1,15,31,27,20,5
132,2,38,16,24,6,13
132,3,33,18,3,40,10
132,4,34,11,29,14,12
132,5,28,5,7,23,9
132,6,25,37,30,6,32
132,7,39,4,18,26,36
132,8,19,15,17,21,33
132,9,31,9,2,24,29
132,10,8,22,13,1,40
132,11,25,35,20,7,2
132,12,37,36,27,19,23
132,13,11,30,26,12,17
132,14,14,22,15,28,39
132,15,32,21,35,16,27
132,16,4,29,1,3,25
132,17,10,38,31,17,8
132,18,7,21,34,33,30
133,1,14,35,16,26,18
133,2,32,19,34,4,31
133,3,1,33,24,30,27
133,4,36,2,11,13,3
133,5,23,17,40,38,7
133,6,12,10,25,22,16
133,7,18,29,8,15,37
133,8,6,20,39,9,21
133,9,7,1,14,31,13
133,10,33,23,32,36,8
133,11,22,4,2,6,28
133,12,5,25,19,24,14
133,13,17,12,30,20,18
133,14,39,32,38,29,15
133,15,3,34,37,1,40
133,16,26,13,10,27,9
133,17,11,28,21,35,5
133,18,39,24,31,12,23
134,1,29,16,3,17,28
134,2,38,19,40,9,22
134,3,4,10,20,23,11
134,4,26,6,15,24,7
134,5,27,12,21,32,18
134,6,13,33,25,39,35
134,7,36,16,1,8,19
134,8,2,37,30,5,14
134,9,22,31,17,11,34
134,10,27,40,26,23,29
134,11,24,8,6,20,3
134,12,9,4,18,33,12
134,13,38,30,36,28,35
134,14,21,7,37,10,26
134,15,2,11,34,39,1
134,16,32,15,5,25,40
134,17,31,3,16,13,30
134,18,14,27,12,37,38
135,1,15,13,33,31,2
135,2,34,28,6,24,10
135,3,11,26,8,37,32
135,4,9,27,35,17,25
135,5,39,22,29,30,36
135,6,23,1,16,5,4
135,7,19,3,38,12,7
135,8,6,18,14,40,20
135,9,13,8,11,15,9
135,10,24,35,4,21,22
135,11,30,6,2,19,16
135,12,18,25,28,7,31
135,13,5,14,3,36,32
135,14,20,19,33,10,29
135,15,40,39,17,16,11
135,16,8,34,23,2,27
135,17,1,21,38,26,18
135,18,20,13,12,28,37
136,1,16,34,22,26,33
136,2,25,23,13,3,21
136,3,28,40,19,29,30
136,4,5,38,24,18,11
136,5,6,17,9,14,1
136,6,4,36,7,27,15
136,7,20,32,23,22,37
136,8,35,10,40,2,12
136,9,3,25,18,34,26
136,10,33,5,39,8,14
136,11,28,20,32,9,31
136,12,12,24,17,29,4
136,13,10,23,18,1,13
136,14,38,33,27,11,6
136,15,37,7,31,16,35
136,16,17,2,15,21,10
136,17,24,39,13,32,19
136,18,8,9,36,38,30
137,1,13,38,6,34,16
137,2,12,1,9,39,28
137,3,7,17,5,35,23
137,4,31,36,33,25,29
137,5,2,32,10,8,18
137,6,15,40,24,3,37
137,7,30,26,11,4,20
137,8,27,21,14,13,22
137,9,1,7,12,6,36
137,10,3,31,5,38,10
137,11,19,22,11,25,9
137,12,23,30,15,35,34
137,13,7,18,16,27,39
137,14,33,5,4,21,2
137,15,10,37,19,17,28
137,16,26,31,32,40,24
137,17,29,20,35,14,8
137,18,18,15,22,36,17
138,1,7,4,28,32,14
138,2,23,24,16,11,33
138,3,26,9,29,5,1
138,4,21,36,25,34,40
138,5,31,8,27,35,12
138,6,20,3,2,18,19
138,7,22,6,37,30,39
138,8,16,15,10,4,38
138,9,25,8,26,17,13
138,10,34,2,7,9,24
138,11,6,11,3,29,21
138,12,14,12,23,19,22
138,13,36,5,13,37,34
138,14,32,30,1,10,27
138,15,35,28,40,33,18
138,16,17,38,20,39,5
138,17,11,14,31,15,25
138,18,37,27,21,4,19
139,1,11,10,35,22,3
139,2,28,16,8,20,21
139,3,31,18,29,6,23
139,4,9,35,32,13,4
139,5,17,3,2,26,39
139,6,27,24,22,25,1
139,7,10,37,38,33,9
139,8,40,19,34,16,14
139,9,13,20,12,15,26
139,10,18,6,8,5,4
139,11,38,2,23,28,36
139,12,24,1,31,30,21
139,13,34,29,20,7,27
139,14,12,17,25,32,33
139,15,15,35,37,19,6
139,16,5,40,30,11,7
139,17,3,23,39,4,9
139,18,14,10,36,7,24
140,1,25,26,38,22,35
140,2,24,14,17,20,1
140,3,16,32,18,29,13
140,4,19,12,5,8,30
140,5,40,27,26,28,39
140,6,1,33,14,38,15
140,7,21,29,2,37,32
140,8,11,34,28,6,10
140,9,36,25,19,26,20
140,10,33,7,8,22,3
140,11,9,16,15,23,5
140,12,30,13,1,40,2
140,13,39,21,12,10,31
140,14,32,4,27,34,17
140,15,2,11,37,36,25
140,16,8,28,24,3,23
140,17,7,39,9,18,35
140,18,4,22,6,31,40
141,1,35,14,36,12,16
141,2,18,19,21,13,38
141,3,37,8,7,40,11
141,4,30,25,4,14,29
141,5,39,34,32,24,12
141,6,9,33,27,3,36
141,7,22,1,10,35,5
141,8,25,16,17,28,6
141,9,23,38,39,31,20
141,10,3,15,30,32,26
141,11,12,28,29,11,13
141,12,35,24,33,2,19
141,13,31,18,4,1,34
141,14,37,17,23,27,30
141,15,21,20,7,15,22
141,16,29,9,40,10,8
141,17,36,39,13,5,33
141,18,16,2,14,26,6
142,1,5,37,3,29,34
142,2,19,4,26,7,28
142,3,9,30,16,20,25
142,4,10,23,33,21,14
142,5,38,17,35,11,32
142,6,8,22,18,24,15
142,7,1,36,6,39,40
142,8,2,12,31,5,27
142,9,26,9,13,14,37
142,10,34,35,21,30,33
142,11,4,29,24,38,16
142,12,8,27,1,25,19
142,13,13,7,10,17,6
142,14,22,31,28,36,3
142,15,40,32,20,18,2
142,16,15,11,39,19,10
142,17,29,26,22,23,12
142,18,20,5,11,36,24
143,1,24,13,30,22,10
143,2,32,25,5,16,7
143,3,33,2,28,1,29
143,4,17,19,22,9,34
143,5,26,6,3,21,8
143,6,40,23,13,27,11
143,7,20,12,4,37,38
143,8,14,30,9,18,31
143,9,28,36,32,10,15
143,10,23,35,34,1,26
143,11,27,14,38,8,17
143,12,39,21,40,25,4
143,13,6,5,19,3,18
143,14,27,10,16,33,20
143,15,17,15,36,29,7
143,16,35,39,37,2,24
143,17,11,31,19,9,32
143,18,16,3,33,12,40
144,1,5,29,8,40,39
144,2,1,11,14,28,21
144,3,25,34,15,6,27
144,4,12,16,37,30,36
144,5,29,19,20,35,23
144,6,32,33,22,7,38
144,7,14,3,31,2,17
144,8,10,26,5,8,34
144,9,18,21,23,9,36
144,10,13,6,25,12,35
144,11,15,40,17,28,24
144,12,19,7,2,38,30
144,13,4,22,1,16,3
144,14,33,37,26,31,11
144,15,6,24,27,18,9
144,16,30,28,39,10,25
144,17,2,13,4,20,8
144,18,37,1,7,23,32
145,1,25,18,40,37,38
145,2,36,4,10,8,31
145,3,9,22,21,2,5
145,4,39,32,29,14,16
145,5,12,7,26,27,28
145,6,30,24,25,6,23
145,7,38,20,34,3,1
145,8,19,15,35,13,31
145,9,17,33,18,4,11
145,10,28,8,24,21,16
145,11,34,40,36,32,22
145,12,6,12,9,25,2
145,13,7,10,20,35,1
145,14,23,38,28,11,26
145,15,3,17,30,19,29
145,16,22,27,5,15,37
145,17,34,14,33,39,13
145,18,7,9,11,24,4
146,1,20,37,17,13,36
146,2,1,5,6,33,40
146,3,31,21,16,39,7
146,4,11,30,27,8,35
146,5,29,25,10,23,3
146,6,24,38,12,34,9
146,7,2,26,14,18,15
146,8,33,4,19,32,28
146,9,22,13,30,5,21
146,10,37,8,25,34,31
146,11,3,20,11,27,14
146,12,36,35,29,38,6
146,13,4,40,12,15,23
146,14,16,1,24,17,26
146,15,28,32,2,22,18
146,16,21,27,39,19,10
146,17,8,9,7,33,12
146,18,17,31,38,40,22
147,1,23,39,11,37,22
147,2,10,8,16,12,17
147,3,24,33,15,20,25
147,4,27,28,38,31,5
147,5,26,6,22,30,39
147,6,21,35,3,4,37
147,7,32,29,1,9,13
147,8,18,34,23,16,19
147,9,7,40,6,20,30
147,10,38,3,8,15,39
147,11,13,2,25,27,4
147,12,35,28,9,14,37
147,13,5,17,18,1,12
147,14,40,36,21,26,19
147,15,10,32,34,24,29
147,16,14,11,7,36,2
147,17,6,23,31,17,33
147,18,13,18,3,7,29
148,1,35,16,32,26,5
148,2,3,31,24,12,30
148,3,2,19,14,1,8
148,4,25,38,21,13,28
148,5,16,27,40,37,18
148,6,33,26,6,10,11
148,7,15,9,34,4,30
148,8,20,29,2,39,17
148,9,5,23,14,7,25
148,10,40,13,27,24,36
148,11,21,11,12,22,20
148,12,28,34,9,3,7
148,13,18,36,1,39,4
148,14,15,6,32,23,8
148,15,34,22,35,17,14
148,16,37,24,5,19,10
148,17,29,16,31,11,1
148,18,38,30,35,33,18
149,1,12,2,30,23,34
149,2,9,10,40,20,3
149,3,1,15,26,29,25
149,4,32,14,27,30,24
149,5,4,20,28,5,31
149,6,38,22,8,2,16
149,7,39,13,23,40,35
149,8,14,21,12,6,32
149,9,30,15,18,28,11
149,10,19,7,29,33,27
149,11,17,4,36,26,9
149,12,2,37,1,34,21
149,13,31,18,39,25,35
149,14,11,5,13,16,15
149,15,36,3,33,32,23
149,16,26,12,19,38,24
149,17,8,7,17,37,6
149,18,22,34,29,21,10
150,1,27,6,4,16,22
150,2,15,21,20,25,32
150,3,28,35,24,36,8
150,4,33,2,26,40,5
150,5,16,9,34,7,13
150,6,27,10,31,1,23
150,7,22,12,18,11,3
150,8,29,4,37,30,38
150,9,23,17,20,28,19
150,10,10,16,15,9,2
150,11,18,39,7,34,26
150,12,22,37,25,14,33
150,13,11,1,38,21,40
150,14,12,36,5,35,29
150,15,30,8,32,31,20
150,16,24,3,17,27,13
150,17,39,19,4,14,6
150,18,1,25,10,30,36
151,1,5,18,24,29,10
151,2,32,11,9,25,17
151,3,28,30,33,39,16
151,4,6,31,37,13,15
151,5,4,35,3,2,26
151,6,18,27,36,22,20
151,7,34,40,8,19,14
151,8,7,38,21,23,5
151,9,37,1,39,12,32
151,10,6,28,22,29,2
151,11,8,20,13,24,11
151,12,35,21,15,17,33
151,13,14,25,4,38,34
151,14,40,26,7,10,12
151,15,36,31,16,19,3
151,16,20,33,6,1,9
151,17,13,23,30,8,4
151,18,9,32,35,40,27
152,1,26,29,27,15,38
152,2,40,30,28,5,17
152,3,34,2,11,36,39
152,4,31,9,23,18,8
152,5,10,33,13,12,38
152,6,19,15,1,22,7
152,7,21,14,30,26,29
152,8,25,24,2,16,37
152,9,38,5,6,32,3
152,10,27,39,28,34,20
152,11,36,4,12,15,14
152,12,25,8,19,35,7
152,13,13,32,22,31,26
152,14,3,37,21,18,40
152,15,29,24,39,9,33
152,16,16,20,2,17,23
152,17,11,6,35,4,10
152,18,1,13,14,3,28
153,1,7,24,31,33,4
153,2,12,25,37,9,28
153,3,3,34,17,15,39
153,4,35,1,16,27,21
153,5,32,36,10,2,38
153,6,14,22,18,24,23
153,7,31,40,29,19,11
153,8,9,39,5,8,21
153,9,20,10,26,37,14
153,10,4,3,25,16,40
153,11,17,18,19,13,30
153,12,24,34,36,21,6
153,13,5,20,8,35,22
153,14,26,38,39,11,9
153,15,23,12,33,32,19
153,16,15,16,40,28,13
153,17,30,27,7,6,2
153,18,8,29,5,4,1
154,1,36,9,31,22,1
154,2,15,37,11,3,30
154,3,19,4,24,20,12
154,4,21,2,33,31,34
154,5,18,28,32,14,27
154,6,17,7,38,36,40
154,7,39,23,6,1,35
154,8,9,29,13,22,37
154,9,8,26,16,10,31
154,10,2,11,34,5,24
154,11,23,36,21,28,25
154,12,40,35,20,29,15
154,13,39,14,3,38,13
154,14,33,17,8,4,18
154,15,27,30,10,6,12
154,16,37,1,32,7,16
154,17,26,19,9,5,25
154,18,4,14,23,10,40
155,1,30,32,34,26,35
155,2,7,25,20,39,31
155,3,1,19,15,2,38
155,4,33,16,18,36,13
155,5,5,28,37,27,4
155,6,3,8,9,21,6
155,7,14,12,29,17,11
155,8,22,40,10,34,24
155,9,20,26,1,30,33
155,10,25,5,3,32,23
155,11,35,18,2,7,12
155,12,37,6,38,24,31
155,13,10,17,14,15,9
155,14,32,21,4,13,7
155,15,29,22,28,8,39
155,16,34,23,40,37,16
155,17,11,27,36,19,21
155,18,13,10,28,35,3
156,1,23,38,35,11,9
156,2,34,33,15,12,5
156,3,10,4,37,32,2
156,4,29,14,21,31,27
156,5,28,3,26,24,1
156,6,18,11,25,40,8
156,7,30,7,23,38,22
156,8,16,6,19,9,20
156,9,12,39,17,35,37
156,10,31,29,34,36,28
156,11,24,15,7,14,8
156,12,21,5,30,20,18
156,13,6,26,13,4,34
156,14,19,33,22,3,25
156,15,2,31,27,39,17
156,16,38,10,18,16,29
156,17,1,13,12,40,32
156,18,17,5,26,6,36
157,1,6,40,9,14,35
157,2,26,12,23,29,21
157,3,4,1,11,17,22
157,4,7,39,27,3,10
157,5,36,31,14,30,15
157,6,20,34,12,38,28
157,7,21,24,17,25,32
157,8,27,8,33,37,26
157,9,13,9,2,23,19
157,10,39,30,5,32,16
157,11,37,3,36,20,24
157,12,8,18,15,34,1
157,13,38,27,19,25,10
157,14,11,7,28,33,2
157,15,5,13,31,35,20
157,16,22,37,19,18,26
157,17,15,16,4,21,11
157,18,2,25,6,40,29
158,1,40,16,31,33,22
158,2,12,2,8,1,25
158,3,21,17,38,13,37
158,4,9,15,23,27,30
158,5,18,32,11,10,6
158,6,33,20,29,7,14
158,7,30,40,24,31,2
158,8,38,36,39,8,4
158,9,14,34,17,5,19
158,10,28,15,35,6,37
158,11,31,21,3,26,12
158,12,25,7,10,30,36
158,13,32,19,20,24,39
158,14,3,23,5,2,18
158,15,33,29,25,4,34
158,16,19,28,40,9,1
158,17,26,11,22,12,7
158,18,24,35,16,13,27
159,1,31,38,25,18,15
159,2,27,32,34,17,8
159,3,3,12,30,19,4
159,4,35,26,9,2,29
159,5,37,1,33,23,36
159,6,28,22,7,24,5
159,7,15,21,20,10,40
159,8,39,14,16,11,6
159,9,35,19,32,31,13
159,10,40,4,26,23,27
159,11,6,7,1,18,17
159,12,16,30,8,28,38
159,13,24,9,21,39,33
159,14,14,13,12,5,36
159,15,34,20,27,11,3
159,16,29,22,10,37,23
159,17,2,24,18,25,14
159,18,8,31,12,28,6
160,1,4,18,35,7,16
160,2,27,3,40,12,8
160,3,17,28,22,2,32
160,4,19,11,24,29,15
160,5,20,36,25,26,16
160,6,7,5,37,31,9
160,7,14,35,38,3,33
160,8,1,10,13,39,30
160,9,23,6,34,21,17
160,10,36,8,32,33,15
160,11,22,2,4,9,20
160,12,25,1,11,27,5
160,13,23,38,14,28,24
160,14,12,39,15,37,18
160,15,10,17,33,26,31
160,16,16,22,6,36,19
160,17,3,40,2,21,7
160,18,29,11,30,34,13
161,1,32,38,9,1,20
161,2,12,23,25,16,39
161,3,5,8,1,19,21
161,4,26,24,18,13,17
161,5,6,29,3,15,38
161,6,35,30,22,14,21
161,7,10,37,19,28,34
161,8,11,27,36,8,2
161,9,40,33,39,4,5
161,10,30,3,16,17,9
161,11,13,25,21,7,28
161,12,31,35,24,11,4
161,13,8,37,14,20,26
161,14,32,33,29,27,18
161,15,39,19,15,22,2
161,16,9,10,12,36,35
161,17,7,23,1,34,31
161,18,20,6,5,38,40
162,1,20,2,38,6,13
162,2,15,4,28,26,27
162,3,29,17,32,40,7
162,4,8,20,23,12,22
162,5,28,14,16,18,21
162,6,24,26,39,3,1
162,7,33,32,11,30,37
162,8,22,25,35,38,34
162,9,15,13,23,5,10
162,10,21,31,6,4,19
162,11,18,27,29,9,36
162,12,2,32,3,8,14
162,13,17,35,40,1,30
162,14,25,28,33,23,11
162,15,16,19,37,5,39
162,16,18,31,20,10,34
162,17,36,12,7,15,24
162,18,13,9,8,33,29
163,1,38,8,24,30,26
163,2,9,5,31,15,14
163,3,27,1,13,25,22
163,4,37,2,36,21,35
163,5,11,39,26,6,32
163,6,16,34,30,29,12
163,7,10,18,40,14,28
163,8,3,7,4,20,23
163,9,19,33,27,17,38
163,10,34,37,8,25,6
163,11,9,21,10,32,24
163,12,1,28,2,29,31
163,13,13,36,18,39,4
163,14,40,15,17,22,33
163,15,5,16,11,35,3
163,16,23,10,19,7,8
163,17,12,14,20,32,25
163,18,4,29,37,24,17
164,1,36,40,34,19,26
164,2,32,38,2,5,4
164,3,30,3,31,37,9
164,4,35,15,1,33,20
164,5,6,11,13,23,14
164,6,22,8,17,16,10
164,7,7,39,29,27,25
164,8,38,12,34,18,21
164,9,19,32,3,36,28
164,10,1,24,40,11,37
164,11,14,2,26,16,33
164,12,5,18,30,6,29
164,13,24,27,22,31,23
164,14,25,4,9,10,12
164,15,17,20,28,35,39
164,16,34,16,7,15,32
164,17,2,17,27,12,5
164,18,21,13,15,22,8
165,1,32,30,21,40,39
165,2,27,9,38,16,1
165,3,31,18,17,3,11
165,4,24,26,5,25,35
165,5,39,23,10,2,15
165,6,4,30,14,36,22
165,7,33,6,12,28,13
165,8,37,21,20,1,7
165,9,8,11,35,29,19
165,10,15,34,3,26,27
165,11,40,25,31,17,38
165,12,29,36,23,20,16
165,13,19,2,18,13,30
165,14,28,5,4,34,9
165,15,6,7,36,14,37
165,16,12,22,39,8,40
165,17,11,10,16,24,33
165,18,23,37,32,38,18
166,1,22,9,6,24,3
166,2,18,23,26,1,35
166,3,37,13,2,20,27
166,4,38,39,7,31,11
166,5,26,5,32,22,36
166,6,4,3,1,10,29
166,7,25,15,30,17,6
166,8,14,34,19,35,12
166,9,16,8,29,2,21
166,10,26,22,38,4,28
166,11,9,24,36,40,17
166,12,39,31,14,12,1
166,13,3,33,25,34,13
166,14,7,35,6,30,10
166,15,21,38,15,11,36
166,16,28,40,8,18,37
166,17,31,19,16,32,23
166,18,33,20,5,21,27
167,1,17,5,39,10,38
167,2,14,27,37,9,22
167,3,20,12,11,3,18
167,4,29,21,4,31,15
